,State,Year,Disease,pop_sum,std_cases_sum,rate_sum,pop_percent_change,std_percent_change,rate_percent_change
20,Alabama,2002,Primary and Secondary Syphilis,52217360.0,336414,786.3699999999999,-0.4709657569681446,-0.40909090909090906,-0.9940219675227804
21,Alabama,2003,Chlamydia,94515792.0,496146,182047.32,0.8100453948648496,0.47480782607144767,230.50338898991572
22,Alabama,2003,Gonorrhea,99016544.0,519772,119843.23999999998,0.04761904761904767,0.04761904761904767,-0.34169181946759797
23,Alabama,2003,Primary and Secondary Syphilis,42990972.0,283512,651.4799999999999,-0.565820313825536,-0.4545454545454546,-0.9945638986395895
24,Alabama,2004,Chlamydia,95133822.0,455385,170467.71,1.2128790667956983,0.6062283077964954,260.6622306133726
25,Alabama,2004,Gonorrhea,90603640.0,433700,94796.40000000001,-0.04761904761904767,-0.04761904761904767,-0.44390406840098917
26,Alabama,2004,Primary and Secondary Syphilis,38172101.0,238535,749.43,-0.5786913086494097,-0.44999999999999996,-0.9920943200374698
27,Alabama,2005,Chlamydia,100271776.0,587048,228703.86000000002,1.6268340849250085,1.4610560295134887,304.17040951122857
28,Alabama,2005,Gonorrhea,104829584.0,613732,123985.64000000001,0.045454545454545414,0.045454545454545414,-0.4578769243335027
29,Alabama,2005,Primary and Secondary Syphilis,47595509.0,346892,931.71,-0.5459725472152975,-0.4347826086956522,-0.9924853394312438
30,Alabama,2006,Chlamydia,91980600.0,677980,278419.8,0.93254787967495,0.954441151712925,297.8266735357568
31,Alabama,2006,Gonorrhea,87381570.0,644081,117090.73,-0.050000000000000044,-0.050000000000000044,-0.5794453914556363
32,Alabama,2006,Primary and Secondary Syphilis,53705301.0,440687,1734.2,-0.3853932699996121,-0.3157894736842105,-0.9851892630612176
33,Alabama,2007,Chlamydia,92557020.0,728360,305362.19999999995,0.7234242854350634,0.6527830410245821,175.08245877061466
34,Alabama,2007,Gonorrhea,92557020.0,728360,126147.2,0.0,0.0,-0.5868932042014368
35,Alabama,2007,Primary and Secondary Syphilis,54014272.0,473434,2179.71,-0.4164216609393864,-0.35,-0.9827209006620836
36,Alabama,2008,Chlamydia,97899900.0,733929,314619.48,0.812482078810578,0.5502245297126949,143.34006358644038
37,Alabama,2008,Gonorrhea,88576100.0,664031,108791.15000000001,-0.09523809523809523,-0.09523809523809523,-0.6542135598215342
38,Alabama,2008,Primary and Secondary Syphilis,65266600.0,489286,2874.6200000000003,-0.26315789473684215,-0.26315789473684215,-0.9735767109732731
39,Alabama,2009,Chlamydia,98882868.0,710724,325513.01999999996,0.515060812115232,0.4525737503218976,112.23688696245067
40,Alabama,2009,Gonorrhea,94174160.0,676880,87349.20000000001,-0.04761904761904767,-0.04761904761904767,-0.7316568166766416
41,Alabama,2009,Primary and Secondary Syphilis,49063976.0,439972,2561.65,-0.4790080845956046,-0.35,-0.9706734577992701
42,Alabama,2010,Chlamydia,109933928.0,810382,363722.92000000004,1.2406241190073954,0.8418944841944487,140.98775008295436
43,Alabama,2010,Gonorrhea,109933928.0,810382,104692.78000000001,0.0,0.0,-0.7121633687533356
44,Alabama,2010,Primary and Secondary Syphilis,46162740.0,422808,1581.2399999999998,-0.5800865043228511,-0.4782608695652174,-0.9848963796739374
45,Alabama,2011,Chlamydia,110463020.0,896678,390041.12999999995,1.3929043206707399,1.1207687650186373,245.66788722774533
46,Alabama,2011,Gonorrhea,110463020.0,896678,118668.04,0.0,0.0,-0.6957550604983633
47,Alabama,2011,Primary and Secondary Syphilis,46463424.0,467832,1323.24,-0.5793757585117626,-0.4782608695652174,-0.9888492301718306
48,Alabama,2012,Chlamydia,110906529.0,922461,412205.76999999996,1.3869641849898966,0.9717783306828092,310.51247695051535
49,Alabama,2012,Gonorrhea,106084506.0,882354,116873.46,-0.04347826086956519,-0.04347826086956519,-0.7164681610352033
50,Alabama,2012,Primary and Secondary Syphilis,46671456.0,481284,1285.0800000000002,-0.5600539818698878,-0.4545454545454546,-0.989004518219962
51,Alabama,2013,Chlamydia,111175606.0,874552,397249.10000000003,1.382089943797768,0.8171225305640744,308.12402340710304
52,Alabama,2013,Gonorrhea,106341884.0,836528,105549.18,-0.04347826086956519,-0.04347826086956519,-0.734299763045404
53,Alabama,2013,Primary and Secondary Syphilis,41395761.0,418264,1018.1600000000002,-0.610729475133241,-0.5,-0.9903536910471498
54,Alabama,2014,Chlamydia,111175606.0,847504,392465.1000000001,1.6856761009901473,1.0262417994376758,384.46505460831304
55,Alabama,2014,Gonorrhea,106341884.0,810656,96872.6,-0.04347826086956519,-0.04347826086956519,-0.7531688804940873
56,Alabama,2014,Primary and Secondary Syphilis,56973098.0,479024,1113.7099999999998,-0.464245922142963,-0.40909090909090906,-0.9885033538895416
57,Alaska,1996,Chlamydia,9737104.0,27984,91462.23999999999,0.0,0.0,0.0
58,Alaska,1996,Gonorrhea,9737104.0,27984,28371.359999999997,0.0,0.0,0.0
59,Alaska,1997,Chlamydia,9807488.0,32128,117767.84000000001,0.007228432601726453,0.14808461978273302,3.1509409489005824
60,Alaska,1997,Gonorrhea,7977435.0,30120,23447.249999999996,-0.1865975262982733,-0.0625,-0.800902776173869
61,Alaska,1997,Primary and Secondary Syphilis,20378.0,2008,4.91,-0.9974455448399141,-0.9333333333333333,-0.9997905937796543
62,Alaska,1998,Chlamydia,9918912.0,35824,138727.68,485.74609873392876,16.840637450199203,28253.1099796334
63,Alaska,1998,Gonorrhea,9298980.0,33585,20217.9,-0.0625,-0.0625,-0.8542619612755002
64,Alaska,1998,Primary and Secondary Syphilis,25684.0,2239,3.89,-0.9972379766382979,-0.9333333333333333,-0.9998075962389763
65,Alaska,1999,Chlamydia,9996464.0,35024,133824.31999999998,388.2097804080361,14.642697632871817,34401.138817480714
66,Alaska,1999,Gonorrhea,8147970.0,32835,17598.75,-0.18491478586828303,-0.0625,-0.8684936340420037
67,Alaska,1999,Primary and Secondary Syphilis,29718.0,2189,3.36,-0.9963527111660941,-0.9333333333333333,-0.9998090773492435
68,Alaska,2000,Chlamydia,10043168.0,46880,180444.96,336.9489871458375,20.41617176793056,53702.857142857145
69,Alaska,2000,Gonorrhea,7112781.0,38090,18071.56,-0.29177914777488534,-0.1875,-0.8998500152068531
70,Alaska,2001,Chlamydia,9504450.0,48015,175126.2,0.3362494922871939,0.26056707797322143,8.690707387740737
71,Alaska,2001,Gonorrhea,8870820.0,44814,24868.340000000004,-0.06666666666666665,-0.06666666666666665,-0.8579976040135628
72,Alaska,2002,Chlamydia,9013004.0,62258,241814.44,0.016028281489197216,0.3892533583255233,8.723786951601914
73,Alaska,2002,Gonorrhea,9013004.0,62258,37106.86000000001,0.0,0.0,-0.846548204482743
74,Alaska,2003,Chlamydia,9083480.0,62636,223209.0,0.007819368547933525,0.006071508882392607,5.015302830797323
75,Alaska,2003,Gonorrhea,9083480.0,62636,31419.5,0.0,0.0,-0.8592373067394236
76,Alaska,2003,Primary and Secondary Syphilis,19935.0,4474,5.02,-0.9978053565373624,-0.9285714285714286,-0.9998402266108627
77,Alaska,2004,Chlamydia,9176090.0,63406,222370.12000000002,459.30047654878354,13.172105498435405,44295.83665338646
78,Alaska,2004,Gonorrhea,7488598.0,58877,26957.190000000002,-0.18390098614987427,-0.0714285714285714,-0.8787733262004805
79,Alaska,2004,Primary and Secondary Syphilis,806660.0,18116,96.80000000000001,-0.8922815725987695,-0.6923076923076923,-0.9964091212771065
80,Alaska,2005,Chlamydia,9291254.0,69496,238478.94,10.518178662633575,2.8361669242658425,2462.62541322314
81,Alaska,2005,Gonorrhea,7598279.0,64532,29239.47,-0.18221167993039478,-0.0714285714285714,-0.8773918149753601
82,Alaska,2005,Primary and Secondary Syphilis,1121100.0,24820,131.75,-0.8524534305728968,-0.6153846153846154,-0.9954941043733009
83,Alaska,2006,Chlamydia,9380742.0,72324,241694.45999999993,7.367444474177148,1.9139403706688154,1833.4930550284625
84,Alaska,2006,Gonorrhea,9380742.0,72324,30685.480000000003,0.0,0.0,-0.8730402012524408
85,Alaska,2006,Primary and Secondary Syphilis,2258952.0,30996,181.67999999999998,-0.7591926097104046,-0.5714285714285714,-0.9940792844042199
86,Alaska,2007,Chlamydia,9568692.0,76958,259829.78,3.235898770757413,1.4828364950316169,1429.1507045354472
87,Alaska,2007,Gonorrhea,7894107.0,71461,25258.870000000003,-0.17500667802872116,-0.0714285714285714,-0.9027868553019596
88,Alaska,2007,Primary and Secondary Syphilis,1359696.0,21988,40.72,-0.8277580985411016,-0.6923076923076923,-0.9983878930450967
89,Alaska,2008,Chlamydia,9608102.0,76160,255838.94000000003,6.06636042174133,2.4637074768055305,6281.881630648331
90,Alaska,2008,Gonorrhea,7936734.0,70720,25621.31,-0.1739540233856801,-0.0714285714285714,-0.8998537517392778
91,Alaska,2008,Primary and Secondary Syphilis,32007.0,5440,3.12,-0.995967232869339,-0.9230769230769231,-0.9998782263670358
92,Alaska,2009,Chlamydia,10477095.0,92340,279436.65,326.33761364701473,15.974264705882351,89562.02884615384
93,Alaska,2009,Gonorrhea,9778622.0,86184,45426.50000000001,-0.06666666666666665,-0.06666666666666665,-0.8374354258827538
94,Alaska,2010,Chlamydia,10653465.0,109425,335788.95000000007,0.08946485506853619,0.26966722361459206,6.391917713229063
95,Alaska,2010,Gonorrhea,10653465.0,109425,65583.15000000001,0.0,0.0,-0.8046893740845255
96,Alaska,2010,Primary and Secondary Syphilis,356988.0,14590,11.0,-0.966490902255745,-0.8666666666666667,-0.999832273991109
97,Alaska,2011,Chlamydia,10840770.0,100920,314298.3,29.367323271370466,5.917066483893078,28571.572727272727
98,Alaska,2011,Gonorrhea,10118052.0,94192,44936.36,-0.06666666666666665,-0.06666666666666665,-0.857026398170146
99,Alaska,2011,Primary and Secondary Syphilis,950060.0,26912,50.959999999999994,-0.9061024790147353,-0.7142857142857143,-0.9988659517593326
100,Alaska,2012,Chlamydia,10240286.0,86786,271803.83999999997,9.778567669410354,2.22480677764566,5332.67032967033
101,Alaska,2012,Gonorrhea,8459607.0,80587,30049.890000000003,-0.1738895769122073,-0.0714285714285714,-0.8894427319349131
102,Alaska,2012,Primary and Secondary Syphilis,949364.0,24796,130.6,-0.8877768198924607,-0.6923076923076923,-0.9956538942405446
103,Alaska,2013,Chlamydia,10291848.0,96950,282554.02,9.840781828676883,2.9099048233586062,2162.5070444104135
104,Alaska,2013,Gonorrhea,10291848.0,96950,49747.31999999999,0.0,0.0,-0.8239369590282241
105,Alaska,2013,Primary and Secondary Syphilis,2859120.0,55400,543.36,-0.7221956639857099,-0.4285714285714286,-0.9890776025723597
106,Alaska,2014,Chlamydia,10291848.0,100030,284842.6,2.5996558381599932,0.805595667870036,523.2244552414605
107,Alaska,2014,Gonorrhea,8497645.0,92885,52970.32000000001,-0.17433244253121505,-0.0714285714285714,-0.8140365240311667
108,Alaska,2014,Primary and Secondary Syphilis,2323258.0,50015,272.16,-0.7265997814688658,-0.46153846153846156,-0.9948620283962792
109,Arizona,1996,Chlamydia,64217160.0,202930,90619.48,0.0,0.0,0.0
110,Arizona,1996,Gonorrhea,64217160.0,202930,27917.26,0.0,0.0,0.0
111,Arizona,1996,Primary and Secondary Syphilis,42769344.0,173940,562.8000000000001,0.0,0.0,0.0
112,Arizona,1997,Chlamydia,66317860.0,205618,87981.6,0.550593340875184,0.1821202713579395,155.32835820895522
113,Arizona,1997,Gonorrhea,66317860.0,205618,27093.500000000004,0.0,0.0,-0.6920549296671121
114,Arizona,1997,Primary and Secondary Syphilis,48697344.0,176244,597.36,-0.2656978979719792,-0.1428571428571429,-0.9779519072840349
115,Arizona,1998,Chlamydia,68366788.0,220332,90137.88000000002,0.4039120490842376,0.2501531967045687,149.89373242265972
116,Arizona,1998,Gonorrhea,68366788.0,220332,29296.54,0.0,0.0,-0.6749808182752912
117,Arizona,1998,Primary and Secondary Syphilis,45656280.0,188856,863.8799999999999,-0.33218626564699805,-0.1428571428571429,-0.9705125588209392
118,Arizona,1999,Chlamydia,70333522.0,231308,92707.16,0.5405004963172646,0.22478502139196,106.31485854516833
119,Arizona,1999,Gonorrhea,70333522.0,231308,29855.700000000004,0.0,0.0,-0.6779569129288395
120,Arizona,1999,Primary and Secondary Syphilis,57851222.0,214786,1024.0099999999998,-0.17747298365066944,-0.0714285714285714,-0.9657013568598292
121,Arizona,2000,Chlamydia,72339988.0,237118,95340.97999999998,0.2504487459227742,0.10397325710241812,92.10551654768997
122,Arizona,2000,Gonorrhea,72339988.0,237118,28272.16,0.0,0.0,-0.7034626663162051
123,Arizona,2000,Primary and Secondary Syphilis,47662260.0,203244,906.48,-0.34113536209046647,-0.1428571428571429,-0.9679373631162246
124,Arizona,2001,Chlamydia,74297524.0,258398,105765.23999999999,0.5588334250201312,0.27136840447934496,115.6768599417527
125,Arizona,2001,Gonorrhea,74297524.0,258398,26290.32,0.0,0.0,-0.7514275956826647
126,Arizona,2001,Primary and Secondary Syphilis,49145184.0,221484,802.5600000000002,-0.33853537299574077,-0.1428571428571429,-0.9694731749176122
127,Arizona,2002,Chlamydia,76390342.0,264600,106643.45999999999,0.554381035586315,0.19466868938614068,131.87911184210523
128,Arizona,2002,Gonorrhea,76390342.0,264600,24402.98,0.0,0.0,-0.7711722781687691
129,Arizona,2002,Primary and Secondary Syphilis,50556708.0,226800,836.64,-0.3381793211503098,-0.1428571428571429,-0.965715662595306
130,Arizona,2003,Chlamydia,89292976.0,265360,102393.76000000001,0.7661944286404092,0.17001763668430336,121.38688085676038
131,Arizona,2003,Gonorrhea,83712165.0,248775,24539.249999999996,-0.0625,-0.0625,-0.760344282698477
132,Arizona,2003,Primary and Secondary Syphilis,51603120.0,199020,849.2399999999998,-0.3835648618095112,-0.19999999999999996,-0.965392585347963
133,Arizona,2004,Chlamydia,103389012.0,378144,145572.66,1.0035418788631385,0.9000301477238468,170.41521831284447
134,Arizona,2004,Gonorrhea,97645178.0,357136,30302.160000000003,-0.05555555555555558,-0.05555555555555558,-0.7918416823598606
135,Arizona,2004,Primary and Secondary Syphilis,53296536.0,252096,700.2,-0.4541815879530682,-0.2941176470588235,-0.9768927363593882
136,Arizona,2005,Chlamydia,106907256.0,475020,177899.21999999997,1.0058950172671635,0.8842821782178218,253.0691516709511
137,Arizona,2005,Gonorrhea,100967964.0,448630,35935.79,-0.05555555555555558,-0.05555555555555558,-0.7979991705416134
138,Arizona,2005,Primary and Secondary Syphilis,59992595.0,343070,812.37,-0.40582544578199076,-0.23529411764705888,-0.9773938460793543
139,Arizona,2006,Chlamydia,123326360.0,604840,219023.20000000004,1.0556930401160343,0.7630221237648294,268.6101530090969
140,Arizona,2006,Gonorrhea,104827406.0,514114,42159.31999999999,-0.15000000000000002,-0.15000000000000002,-0.8075120809119765
141,Arizona,2006,Primary and Secondary Syphilis,82054125.0,453630,930.0,-0.21724548826477685,-0.11764705882352944,-0.9779408206773733
142,Arizona,2007,Chlamydia,133113855.0,634704,234114.93,0.6222688987299541,0.3991667217776602,250.73648387096773
143,Arizona,2007,Gonorrhea,95081325.0,453360,30933.9,-0.2857142857142857,-0.2857142857142857,-0.8678687429289538
144,Arizona,2007,Primary and Secondary Syphilis,64230647.0,392912,1183.52,-0.3244662187869174,-0.1333333333333333,-0.961740356049512
145,Arizona,2008,Chlamydia,110503060.0,485095,186082.17,0.7204101960859899,0.23461487559555327,156.22773590644857
146,Arizona,2008,Gonorrhea,104002880.0,456560,22416.64,-0.05882352941176472,-0.05882352941176472,-0.8795336490325752
147,Arizona,2008,Primary and Secondary Syphilis,74981907.0,370955,1196.39,-0.27904009004366037,-0.1875,-0.9466293788899675
148,Arizona,2009,Chlamydia,98936670.0,442245,170185.94999999998,0.31947390988602087,0.19217964443126534,141.24955909026318
149,Arizona,2009,Gonorrhea,92340892.0,412762,18297.299999999996,-0.06666666666666665,-0.06666666666666665,-0.8924864244081254
150,Arizona,2009,Primary and Secondary Syphilis,66775098.0,383279,856.57,-0.27686319079525457,-0.0714285714285714,-0.9531859891896618
151,Arizona,2010,Chlamydia,95880255.0,455100,177173.69999999998,0.43586842807778425,0.18738569031958452,205.84088866058812
152,Arizona,2010,Gonorrhea,89488238.0,424760,19027.96,-0.06666666666666665,-0.06666666666666665,-0.892602796013178
153,Arizona,2010,Primary and Secondary Syphilis,52906216.0,333740,817.7400000000002,-0.40879139893222616,-0.2142857142857143,-0.9570242947746369
154,Arizona,2011,Chlamydia,103720080.0,545424,203406.71999999997,0.9604516792506952,0.634278180619644,247.74253430185624
155,Arizona,2011,Gonorrhea,103720080.0,545424,29680.160000000003,0.0,0.0,-0.8540846634762116
156,Arizona,2011,Primary and Secondary Syphilis,64038403.0,443157,1203.1499999999999,-0.38258432696928113,-0.1875,-0.9594628196074415
157,Arizona,2012,Chlamydia,104852080.0,583280,208859.99999999997,0.6373312744854052,0.3161926811491187,172.59431492332627
158,Arizona,2012,Gonorrhea,98298825.0,546825,35422.5,-0.0625,-0.0625,-0.8304007469118069
159,Arizona,2012,Primary and Secondary Syphilis,55013948.0,401005,712.5800000000002,-0.44033971921841386,-0.2666666666666667,-0.9798834074387748
160,Arizona,2013,Chlamydia,106025984.0,596208,206950.4,0.92725641141043,0.48678445405917636,289.4240927334474
161,Arizona,2013,Gonorrhea,92772736.0,521682,35448.84,-0.125,-0.125,-0.8287085214621475
162,Arizona,2013,Primary and Secondary Syphilis,63348708.0,447156,1112.4,-0.31716244738109267,-0.1428571428571429,-0.9686195655485482
163,Arizona,2014,Chlamydia,92772736.0,570136,191524.2,0.4644771602918878,0.2750270599075044,171.17206040992448
164,Arizona,2014,Gonorrhea,92772736.0,570136,42829.219999999994,0.0,0.0,-0.7763769800369875
165,Arizona,2014,Primary and Secondary Syphilis,63348708.0,488688,2240.28,-0.31716244738109267,-0.1428571428571429,-0.9476927200635454
166,Arkansas,1996,Chlamydia,41153744.0,117984,33095.36,0.0,0.0,0.0
167,Arkansas,1996,Gonorrhea,41153744.0,117984,80476.16,0.0,0.0,0.0
168,Arkansas,1996,Primary and Secondary Syphilis,36009526.0,103236,3453.94,0.0,0.0,0.0
169,Arkansas,1997,Chlamydia,36415260.0,99414,36928.920000000006,0.011267407407695496,-0.03702196908055333,9.691824409225408
170,Arkansas,1997,Gonorrhea,36415260.0,99414,61569.19999999999,0.0,0.0,0.6672353266762197
171,Arkansas,1997,Primary and Secondary Syphilis,30092946.0,92313,1964.56,-0.17361715939965827,-0.0714285714285714,-0.9680918381268556
172,Arkansas,1998,Chlamydia,42020624.0,130944,68472.0,0.39636126021028306,0.41847843748984426,33.853605896485725
173,Arkansas,1998,Gonorrhea,42020624.0,130944,63804.96,0.0,0.0,-0.06815983175604623
174,Arkansas,1998,Primary and Secondary Syphilis,30394650.0,106392,1178.97,-0.276673045121843,-0.1875,-0.9815222829071596
175,Arkansas,1999,Chlamydia,42429760.0,146848,97661.12,0.395961460322787,0.38025415444770294,81.8359669881337
176,Arkansas,1999,Gonorrhea,42429760.0,146848,51409.92,0.0,0.0,-0.4735886707012985
177,Arkansas,1999,Primary and Secondary Syphilis,29254078.0,128492,1021.2999999999998,-0.31052926059445074,-0.125,-0.9801341842196992
178,Arkansas,2000,Chlamydia,42858688.0,159440,103155.04,0.4650500350754516,0.2408554618186347,100.00366199941253
179,Arkansas,2000,Gonorrhea,48216024.0,179370,65980.98,0.125,0.125,-0.36037075842343713
180,Arkansas,2000,Primary and Secondary Syphilis,25398996.0,119580,1150.92,-0.4732250008835237,-0.33333333333333337,-0.9825567913662392
181,Arkansas,2001,Chlamydia,51199262.0,226727,141634.74,1.01579865597837,0.8960277638401071,122.06219372328223
182,Arkansas,2001,Gonorrhea,59283356.0,262526,100807.30000000002,0.1578947368421053,0.1578947368421053,-0.2882586574452001
183,Arkansas,2001,Primary and Secondary Syphilis,22337744.0,131263,464.85999999999996,-0.6232037875858445,-0.5,-0.99538862760931
184,Arkansas,2002,Chlamydia,51491501.0,226670,141545.44,1.3051343501832595,0.7268384845691473,303.4904702491073
185,Arkansas,2002,Gonorrhea,48781422.0,214740,81154.8,-0.052631578947368474,-0.052631578947368474,-0.4266519642031562
186,Arkansas,2002,Primary and Secondary Syphilis,16693335.0,107370,211.5,-0.6577931861026929,-0.5,-0.9973938694938562
187,Arkansas,2003,Chlamydia,54514300.0,243160,160176.4,2.2656326611788478,1.2646921858992268,756.3352245862884
188,Arkansas,2003,Gonorrhea,49062870.0,218844,74077.38,-0.09999999999999998,-0.09999999999999998,-0.5375262523068316
189,Arkansas,2003,Primary and Secondary Syphilis,19794960.0,121580,364.5,-0.5965388897958884,-0.4444444444444444,-0.9950794696032716
190,Arkansas,2004,Chlamydia,44042064.0,192768,127463.04,1.2249130081596529,0.5855239348577068,348.69283950617285
191,Arkansas,2004,Gonorrhea,46794693.0,204816,67249.62,0.0625,0.0625,-0.4723990577974604
192,Arkansas,2004,Primary and Secondary Syphilis,32062277.0,156624,549.8999999999999,-0.3148309146936812,-0.23529411764705888,-0.9918230021225398
193,Arkansas,2005,Chlamydia,44466464.0,208560,136561.44,0.38687791887020384,0.3315966901624272,247.33867975995642
194,Arkansas,2005,Gonorrhea,47245618.0,221595,72845.17,0.0625,0.0625,-0.4665758504011088
195,Arkansas,2005,Primary and Secondary Syphilis,26660184.0,156420,574.6800000000001,-0.4357109690045752,-0.2941176470588235,-0.9921109388584034
196,Arkansas,2006,Chlamydia,44973952.0,202272,134349.28,0.6869332934836458,0.29313387034906024,232.78102596227464
197,Arkansas,2006,Gonorrhea,50595696.0,227556,74898.90000000001,0.125,0.125,-0.4425061302896449
198,Arkansas,2006,Primary and Secondary Syphilis,26891148.0,151704,717.96,-0.46850917912069046,-0.33333333333333337,-0.990414278447347
199,Arkansas,2007,Chlamydia,48191549.0,242148,173117.46,0.792097124302763,0.5961873121341559,240.12410162126022
200,Arkansas,2007,Gonorrhea,53861143.0,270636,77326.57999999999,0.11764705882352944,0.11764705882352944,-0.5533288207902312
201,Arkansas,2007,Primary and Secondary Syphilis,27064260.0,170928,1006.6800000000001,-0.49751790451234945,-0.368421052631579,-0.9869814493282905
202,Arkansas,2008,Chlamydia,48541630.0,320552,246212.87,0.7935694528503643,0.8753627258260788,243.57908173401674
203,Arkansas,2008,Gonorrhea,48541630.0,320552,75488.33,0.0,0.0,-0.6934021767424261
204,Arkansas,2008,Primary and Secondary Syphilis,33249268.0,245128,2118.6099999999997,-0.31503602165811073,-0.23529411764705888,-0.9719346023418455
205,Arkansas,2009,Chlamydia,49120650.0,324513,245618.38,0.4773453057673329,0.3238512124277928,114.93373957453238
206,Arkansas,2009,Gonorrhea,43341750.0,286335,65748.75,-0.11764705882352944,-0.11764705882352944,-0.7323133960903089
207,Arkansas,2009,Primary and Secondary Syphilis,27569376.0,229068,2663.3999999999996,-0.36390717956704566,-0.19999999999999996,-0.9594912450807049
208,Arkansas,2010,Chlamydia,58318360.0,407960,305294.0,1.115331155844804,0.7809558733651143,113.62566644139072
209,Arkansas,2010,Gonorrhea,49570606.0,346766,78650.33,-0.15000000000000002,-0.15000000000000002,-0.7423783959068964
210,Arkansas,2010,Primary and Secondary Syphilis,33971613.0,265174,2308.4100000000003,-0.31468231395032775,-0.23529411764705888,-0.9706497099249297
211,Arkansas,2011,Chlamydia,61697559.0,439341,333538.37999999995,0.8161504135820692,0.6568027031307746,143.48836211938084
212,Arkansas,2011,Gonorrhea,52883622.0,376578,81568.98,-0.1428571428571429,-0.1428571428571429,-0.7554434964875706
213,Arkansas,2011,Primary and Secondary Syphilis,41131706.0,292894,2211.0199999999995,-0.2222222222222222,-0.2222222222222222,-0.9728938623481622
214,Arkansas,2012,Chlamydia,56033489.0,400729,310740.62999999995,0.36229430892071446,0.3681707375364467,139.54175448435564
215,Arkansas,2012,Gonorrhea,53084358.0,379638,74618.46,-0.052631578947368474,-0.052631578947368474,-0.7598689942798919
216,Arkansas,2012,Primary and Secondary Syphilis,34570458.0,274183,1743.4300000000003,-0.3487637544754709,-0.2777777777777778,-0.9766354063056246
217,Arkansas,2013,Chlamydia,62146833.0,412251,318406.61999999994,0.797686134213206,0.5035614899537899,181.63229381162415
218,Arkansas,2013,Gonorrhea,56228087.0,372989,73001.99,-0.09523809523809523,-0.09523809523809523,-0.7707271601325374
219,Arkansas,2013,Primary and Secondary Syphilis,28416588.0,235572,1684.6799999999998,-0.49461933499533783,-0.368421052631579,-0.9769228208710475
220,Arkansas,2014,Chlamydia,62146833.0,425565,320849.97000000003,1.186991379823644,0.8065177525342571,189.4515813092101
221,Arkansas,2014,Gonorrhea,56228087.0,385035,82039.71999999999,-0.09523809523809523,-0.09523809523809523,-0.7443050407640681
222,Arkansas,2014,Primary and Secondary Syphilis,28416588.0,243180,1210.8,-0.49461933499533783,-0.368421052631579,-0.9852412953140259
223,California,1996,Chlamydia,512301344.0,1290752,83834.07999999999,0.0,0.0,0.0
224,California,1996,Gonorrhea,512301344.0,1290752,22674.879999999997,0.0,0.0,0.0
225,California,1996,Primary and Secondary Syphilis,315703037.0,1048736,389.48,0.0,0.0,0.0
226,California,1997,Chlamydia,519776160.0,1395968,92061.92,0.6464084886202726,0.33109571903701207,235.3713669508062
227,California,1997,Gonorrhea,519776160.0,1395968,21873.6,0.0,0.0,-0.7624033911089406
228,California,1997,Primary and Secondary Syphilis,370800989.0,1134224,302.12,-0.28661408980358005,-0.1875,-0.9861879160266257
